Actividad principal (CNAE-2009 a 1, 2 y 3 dígitos);Producto consumido;año;Total
131 Preparación e hilado de fibras textiles (CNAE 13.1);Fueloil;2019;10
131 Preparación e hilado de fibras textiles (CNAE 13.1);Fueloil;2017;86
131 Preparación e hilado de fibras textiles (CNAE 13.1);Fueloil;2015;114
131 Preparación e hilado de fibras textiles (CNAE 13.1);Otros productos petrolíferos;2022;93
131 Preparación e hilado de fibras textiles (CNAE 13.1);Otros productos petrolíferos;2021;348
131 Preparación e hilado de fibras textiles (CNAE 13.1);Otros productos petrolíferos;2019;239
131 Preparación e hilado de fibras textiles (CNAE 13.1);Otros productos petrolíferos;2017;90
131 Preparación e hilado de fibras textiles (CNAE 13.1);Otros productos petrolíferos;2015;205
131 Preparación e hilado de fibras textiles (CNAE 13.1);Carbón y coque;2022;0
131 Preparación e hilado de fibras textiles (CNAE 13.1);Carbón y coque;2021;0
131 Preparación e hilado de fibras textiles (CNAE 13.1);Carbón y coque;2019;0
131 Preparación e hilado de fibras textiles (CNAE 13.1);Carbón y coque;2017;0
131 Preparación e hilado de fibras textiles (CNAE 13.1);Carbón y coque;2015;0
131 Preparación e hilado de fibras textiles (CNAE 13.1);Biocombustibles;2022;30
131 Preparación e hilado de fibras textiles (CNAE 13.1);Biocombustibles;2021;27
131 Preparación e hilado de fibras textiles (CNAE 13.1);Biocombustibles;2019;78
131 Preparación e hilado de fibras textiles (CNAE 13.1);Biocombustibles;2017;128
131 Preparación e hilado de fibras textiles (CNAE 13.1);Biocombustibles;2015;0
131 Preparación e hilado de fibras textiles (CNAE 13.1);Calor y otros consumos energéticos;2022;0
131 Preparación e hilado de fibras textiles (CNAE 13.1);Calor y otros consumos energéticos;2021;3
131 Preparación e hilado de fibras textiles (CNAE 13.1);Calor y otros consumos energéticos;2019;81
131 Preparación e hilado de fibras textiles (CNAE 13.1);Calor y otros consumos energéticos;2017;2
131 Preparación e hilado de fibras textiles (CNAE 13.1);Calor y otros consumos energéticos;2015;0
131 Preparación e hilado de fibras textiles (CNAE 13.1);Total consumos energéticos;2022;61.127
131 Preparación e hilado de fibras textiles (CNAE 13.1);Total consumos energéticos;2021;40.737
131 Preparación e hilado de fibras textiles (CNAE 13.1);Total consumos energéticos;2019;29.560
131 Preparación e hilado de fibras textiles (CNAE 13.1);Total consumos energéticos;2017;29.992
131 Preparación e hilado de fibras textiles (CNAE 13.1);Total consumos energéticos;2015;31.345
132 Fabricación de tejidos textiles (CNAE 13.2);Electricidad;2022;29.096
132 Fabricación de tejidos textiles (CNAE 13.2);Electricidad;2021;15.172
132 Fabricación de tejidos textiles (CNAE 13.2);Electricidad;2019;12.777
132 Fabricación de tejidos textiles (CNAE 13.2);Electricidad;2017;13.657
132 Fabricación de tejidos textiles (CNAE 13.2);Electricidad;2015;15.342
132 Fabricación de tejidos textiles (CNAE 13.2);Gas;2022;18.976
132 Fabricación de tejidos textiles (CNAE 13.2);Gas;2021;9.173
132 Fabricación de tejidos textiles (CNAE 13.2);Gas;2019;8.465
132 Fabricación de tejidos textiles (CNAE 13.2);Gas;2017;5.079
132 Fabricación de tejidos textiles (CNAE 13.2);Gas;2015;9.396
132 Fabricación de tejidos textiles (CNAE 13.2);Gasóleo;2022;476
132 Fabricación de tejidos textiles (CNAE 13.2);Gasóleo;2021;321
132 Fabricación de tejidos textiles (CNAE 13.2);Gasóleo;2019;408
132 Fabricación de tejidos textiles (CNAE 13.2);Gasóleo;2017;346
132 Fabricación de tejidos textiles (CNAE 13.2);Gasóleo;2015;452
132 Fabricación de tejidos textiles (CNAE 13.2);Fueloil;2022;0
132 Fabricación de tejidos textiles (CNAE 13.2);Fueloil;2021;24
132 Fabricación de tejidos textiles (CNAE 13.2);Fueloil;2019;0
132 Fabricación de tejidos textiles (CNAE 13.2);Fueloil;2017;59
132 Fabricación de tejidos textiles (CNAE 13.2);Fueloil;2015;0
132 Fabricación de tejidos textiles (CNAE 13.2);Otros productos petrolíferos;2022;160
132 Fabricación de tejidos textiles (CNAE 13.2);Otros productos petrolíferos;2021;381
132 Fabricación de tejidos textiles (CNAE 13.2);Otros productos petrolíferos;2019;167
132 Fabricación de tejidos textiles (CNAE 13.2);Otros productos petrolíferos;2017;226
132 Fabricación de tejidos textiles (CNAE 13.2);Otros productos petrolíferos;2015;89
132 Fabricación de tejidos textiles (CNAE 13.2);Carbón y coque;2022;159
132 Fabricación de tejidos textiles (CNAE 13.2);Carbón y coque;2021;0
132 Fabricación de tejidos textiles (CNAE 13.2);Carbón y coque;2019;0
132 Fabricación de tejidos textiles (CNAE 13.2);Carbón y coque;2017;0
132 Fabricación de tejidos textiles (CNAE 13.2);Carbón y coque;2015;0
132 Fabricación de tejidos textiles (CNAE 13.2);Biocombustibles;2022;733
132 Fabricación de tejidos textiles (CNAE 13.2);Biocombustibles;2021;266
132 Fabricación de tejidos textiles (CNAE 13.2);Biocombustibles;2019;205
132 Fabricación de tejidos textiles (CNAE 13.2);Biocombustibles;2017;7
132 Fabricación de tejidos textiles (CNAE 13.2);Biocombustibles;2015;0
132 Fabricación de tejidos textiles (CNAE 13.2);Calor y otros consumos energéticos;2022;45
132 Fabricación de tejidos textiles (CNAE 13.2);Calor y otros consumos energéticos;2021;0
132 Fabricación de tejidos textiles (CNAE 13.2);Calor y otros consumos energéticos;2019;67
132 Fabricación de tejidos textiles (CNAE 13.2);Calor y otros consumos energéticos;2017;0
132 Fabricación de tejidos textiles (CNAE 13.2);Calor y otros consumos energéticos;2015;0
132 Fabricación de tejidos textiles (CNAE 13.2);Total consumos energéticos;2022;49.644
132 Fabricación de tejidos textiles (CNAE 13.2);Total consumos energéticos;2021;25.338
132 Fabricación de tejidos textiles (CNAE 13.2);Total consumos energéticos;2019;22.089
132 Fabricación de tejidos textiles (CNAE 13.2);Total consumos energéticos;2017;19.375
132 Fabricación de tejidos textiles (CNAE 13.2);Total consumos energéticos;2015;25.279
133 Acabado de textiles (CNAE 13.3);Electricidad;2022;37.270
133 Acabado de textiles (CNAE 13.3);Electricidad;2021;20.513
133 Acabado de textiles (CNAE 13.3);Electricidad;2019;19.661
133 Acabado de textiles (CNAE 13.3);Electricidad;2017;18.083
133 Acabado de textiles (CNAE 13.3);Electricidad;2015;17.981
133 Acabado de textiles (CNAE 13.3);Gas;2022;49.294
133 Acabado de textiles (CNAE 13.3);Gas;2021;31.756
133 Acabado de textiles (CNAE 13.3);Gas;2019;32.047
133 Acabado de textiles (CNAE 13.3);Gas;2017;26.343
133 Acabado de textiles (CNAE 13.3);Gas;2015;32.694
133 Acabado de textiles (CNAE 13.3);Gasóleo;2022;1.124
133 Acabado de textiles (CNAE 13.3);Gasóleo;2021;454
133 Acabado de textiles (CNAE 13.3);Gasóleo;2019;1.026
133 Acabado de textiles (CNAE 13.3);Gasóleo;2017;813
133 Acabado de textiles (CNAE 13.3);Gasóleo;2015;649
133 Acabado de textiles (CNAE 13.3);Fueloil;2022;7
133 Acabado de textiles (CNAE 13.3);Fueloil;2021;36
133 Acabado de textiles (CNAE 13.3);Fueloil;2019;0
133 Acabado de textiles (CNAE 13.3);Fueloil;2017;60
133 Acabado de textiles (CNAE 13.3);Fueloil;2015;34
133 Acabado de textiles (CNAE 13.3);Otros productos petrolíferos;2022;231
133 Acabado de textiles (CNAE 13.3);Otros productos petrolíferos;2021;97
133 Acabado de textiles (CNAE 13.3);Otros productos petrolíferos;2019;0
133 Acabado de textiles (CNAE 13.3);Otros productos petrolíferos;2017;48
133 Acabado de textiles (CNAE 13.3);Otros productos petrolíferos;2015;85
133 Acabado de textiles (CNAE 13.3);Carbón y coque;2022;0
133 Acabado de textiles (CNAE 13.3);Carbón y coque;2021;0
133 Acabado de textiles (CNAE 13.3);Carbón y coque;2019;0
133 Acabado de textiles (CNAE 13.3);Carbón y coque;2017;0
133 Acabado de textiles (CNAE 13.3);Carbón y coque;2015;0
133 Acabado de textiles (CNAE 13.3);Biocombustibles;2022;1.813
133 Acabado de textiles (CNAE 13.3);Biocombustibles;2021;0
133 Acabado de textiles (CNAE 13.3);Biocombustibles;2019;0
133 Acabado de textiles (CNAE 13.3);Biocombustibles;2017;0
133 Acabado de textiles (CNAE 13.3);Biocombustibles;2015;326
133 Acabado de textiles (CNAE 13.3);Calor y otros consumos energéticos;2022;0
133 Acabado de textiles (CNAE 13.3);Calor y otros consumos energéticos;2021;173
133 Acabado de textiles (CNAE 13.3);Calor y otros consumos energéticos;2019;0
133 Acabado de textiles (CNAE 13.3);Calor y otros consumos energéticos;2017;0
133 Acabado de textiles (CNAE 13.3);Calor y otros consumos energéticos;2015;75
133 Acabado de textiles (CNAE 13.3);Total consumos energéticos;2022;89.739
133 Acabado de textiles (CNAE 13.3);Total consumos energéticos;2021;53.028
133 Acabado de textiles (CNAE 13.3);Total consumos energéticos;2019;52.734
133 Acabado de textiles (CNAE 13.3);Total consumos energéticos;2017;45.348
133 Acabado de textiles (CNAE 13.3);Total consumos energéticos;2015;51.844
139 Fabricación de otros productos textiles;Electricidad;2022;78.742
139 Fabricación de otros productos textiles;Electricidad;2021;52.322
139 Fabricación de otros productos textiles;Electricidad;2019;42.152
139 Fabricación de otros productos textiles;Electricidad;2017;38.156
139 Fabricación de otros productos textiles;Electricidad;2015;34.817
139 Fabricación de otros productos textiles;Gas;2022;22.672
139 Fabricación de otros productos textiles;Gas;2021;14.225
139 Fabricación de otros productos textiles;Gas;2019;10.312
139 Fabricación de otros productos textiles;Gas;2017;7.150
139 Fabricación de otros productos textiles;Gas;2015;16.368
139 Fabricación de otros productos textiles;Gasóleo;2022;2.674
139 Fabricación de otros productos textiles;Gasóleo;2021;3.247
139 Fabricación de otros productos textiles;Gasóleo;2019;3.614
139 Fabricación de otros productos textiles;Gasóleo;2017;5.041
139 Fabricación de otros productos textiles;Gasóleo;2015;2.387
139 Fabricación de otros productos textiles;Fueloil;2022;0
139 Fabricación de otros productos textiles;Fueloil;2021;52
139 Fabricación de otros productos textiles;Fueloil;2019;38
139 Fabricación de otros productos textiles;Fueloil;2017;244
139 Fabricación de otros productos textiles;Fueloil;2015;338
139 Fabricación de otros productos textiles;Otros productos petrolíferos;2022;565
139 Fabricación de otros productos textiles;Otros productos petrolíferos;2021;429
139 Fabricación de otros productos textiles;Otros productos petrolíferos;2019;123
139 Fabricación de otros productos textiles;Otros productos petrolíferos;2017;218
139 Fabricación de otros productos textiles;Otros productos petrolíferos;2015;170
139 Fabricación de otros productos textiles;Carbón y coque;2022;109
139 Fabricación de otros productos textiles;Carbón y coque;2021;0
139 Fabricación de otros productos textiles;Carbón y coque;2019;0
139 Fabricación de otros productos textiles;Carbón y coque;2017;0
139 Fabricación de otros productos textiles;Carbón y coque;2015;0
139 Fabricación de otros productos textiles;Biocombustibles;2022;2
139 Fabricación de otros productos textiles;Biocombustibles;2021;2
139 Fabricación de otros productos textiles;Biocombustibles;2019;0
139 Fabricación de otros productos textiles;Biocombustibles;2017;0
139 Fabricación de otros productos textiles;Biocombustibles;2015;0
139 Fabricación de otros productos textiles;Calor y otros consumos energéticos;2022;0
139 Fabricación de otros productos textiles;Calor y otros consumos energéticos;2021;0
139 Fabricación de otros productos textiles;Calor y otros consumos energéticos;2019;1
139 Fabricación de otros productos textiles;Calor y otros consumos energéticos;2017;91
139 Fabricación de otros productos textiles;Calor y otros consumos energéticos;2015;120
139 Fabricación de otros productos textiles;Total consumos energéticos;2022;104.764
139 Fabricación de otros productos textiles;Total consumos energéticos;2021;70.276
139 Fabricación de otros productos textiles;Total consumos energéticos;2019;56.240
139 Fabricación de otros productos textiles;Total consumos energéticos;2017;50.899
139 Fabricación de otros productos textiles;Total consumos energéticos;2015;54.199
14 Confección de prendas de vestir;Electricidad;2022;16.617
14 Confección de prendas de vestir;Electricidad;2021;11.544
14 Confección de prendas de vestir;Electricidad;2019;13.978
14 Confección de prendas de vestir;Electricidad;2017;16.251
14 Confección de prendas de vestir;Electricidad;2015;16.947
14 Confección de prendas de vestir;Gas;2022;1.453
14 Confección de prendas de vestir;Gas;2021;1.173
14 Confección de prendas de vestir;Gas;2019;1.656
14 Confección de prendas de vestir;Gas;2017;1.440
14 Confección de prendas de vestir;Gas;2015;2.480
14 Confección de prendas de vestir;Gasóleo;2022;1.891
14 Confección de prendas de vestir;Gasóleo;2021;2.324
14 Confección de prendas de vestir;Gasóleo;2019;2.825
14 Confección de prendas de vestir;Gasóleo;2017;3.244
14 Confección de prendas de vestir;Gasóleo;2015;2.950
14 Confección de prendas de vestir;Fueloil;2022;0
14 Confección de prendas de vestir;Fueloil;2021;0
14 Confección de prendas de vestir;Fueloil;2019;18
14 Confección de prendas de vestir;Fueloil;2017;0
14 Confección de prendas de vestir;Fueloil;2015;0
14 Confección de prendas de vestir;Otros productos petrolíferos;2022;169
14 Confección de prendas de vestir;Otros productos petrolíferos;2021;149
14 Confección de prendas de vestir;Otros productos petrolíferos;2019;76
14 Confección de prendas de vestir;Otros productos petrolíferos;2017;73
14 Confección de prendas de vestir;Otros productos petrolíferos;2015;68
14 Confección de prendas de vestir;Carbón y coque;2022;0
14 Confección de prendas de vestir;Carbón y coque;2021;0
14 Confección de prendas de vestir;Carbón y coque;2019;0
14 Confección de prendas de vestir;Carbón y coque;2017;0
14 Confección de prendas de vestir;Carbón y coque;2015;0
14 Confección de prendas de vestir;Biocombustibles;2022;0
14 Confección de prendas de vestir;Biocombustibles;2021;0
14 Confección de prendas de vestir;Biocombustibles;2019;0
14 Confección de prendas de vestir;Biocombustibles;2017;0
14 Confección de prendas de vestir;Biocombustibles;2015;0
14 Confección de prendas de vestir;Calor y otros consumos energéticos;2022;0
14 Confección de prendas de vestir;Calor y otros consumos energéticos;2021;33
14 Confección de prendas de vestir;Calor y otros consumos energéticos;2019;40
14 Confección de prendas de vestir;Calor y otros consumos energéticos;2017;7
14 Confección de prendas de vestir;Calor y otros consumos energéticos;2015;322
14 Confección de prendas de vestir;Total consumos energéticos;2022;20.129
14 Confección de prendas de vestir;Total consumos energéticos;2021;15.223
14 Confección de prendas de vestir;Total consumos energéticos;2019;18.594
14 Confección de prendas de vestir;Total consumos energéticos;2017;21.015
14 Confección de prendas de vestir;Total consumos energéticos;2015;22.767
141 Confección de prendas de vestir (CNAE 14.1);Electricidad;2022;12.958
141 Confección de prendas de vestir (CNAE 14.1);Electricidad;2021;9.193
141 Confección de prendas de vestir (CNAE 14.1);Electricidad;2019;10.916
141 Confección de prendas de vestir (CNAE 14.1);Electricidad;2017;12.260
141 Confección de prendas de vestir (CNAE 14.1);Electricidad;2015;12.850
141 Confección de prendas de vestir (CNAE 14.1);Gas;2022;200
141 Confección de prendas de vestir (CNAE 14.1);Gas;2021;403
141 Confección de prendas de vestir (CNAE 14.1);Gas;2019;541
141 Confección de prendas de vestir (CNAE 14.1);Gas;2017;305
141 Confección de prendas de vestir (CNAE 14.1);Gas;2015;1.276
141 Confección de prendas de vestir (CNAE 14.1);Gasóleo;2022;1.701
141 Confección de prendas de vestir (CNAE 14.1);Gasóleo;2021;2.031
141 Confección de prendas de vestir (CNAE 14.1);Gasóleo;2019;2.456
141 Confección de prendas de vestir (CNAE 14.1);Gasóleo;2017;2.895
141 Confección de prendas de vestir (CNAE 14.1);Gasóleo;2015;2.388
141 Confección de prendas de vestir (CNAE 14.1);Fueloil;2022;0
141 Confección de prendas de vestir (CNAE 14.1);Fueloil;2021;0
141 Confección de prendas de vestir (CNAE 14.1);Fueloil;2019;18
141 Confección de prendas de vestir (CNAE 14.1);Fueloil;2017;0
141 Confección de prendas de vestir (CNAE 14.1);Fueloil;2015;0
141 Confección de prendas de vestir (CNAE 14.1);Otros productos petrolíferos;2022;131
141 Confección de prendas de vestir (CNAE 14.1);Otros productos petrolíferos;2021;98
141 Confección de prendas de vestir (CNAE 14.1);Otros productos petrolíferos;2019;63
